Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State
2024,1,7366,Abu Bakar Rahmani,MADHUBANI,Country Citizen Party,0,Post Graduate,"Rs 13,58,312~ 13 Lacs+",Rs 0~,,Bihar
2024,2,2858,Adv Najib Shaikh,AKOLA,Indian National League,0,Graduate Professional,"Rs 25,87,782~ 25 Lacs+","Rs 18,00,000~ 18 Lacs+",,Maharashtra
2024,3,8894,Advocate Balwinder Kumar,JALANDHAR,BSP,1,Post Graduate,"Rs 49,72,497~ 49 Lacs+",Rs 0~,,Punjab
2024,4,3436,Anandswamy Gaddadevarmath,HAVERI,INC,1,Graduate,"Rs 56,81,54,912~ 56 Crore+","Rs 22,46,68,569~ 22 Crore+",,Karnataka
2024,5,220,Bhagyaraj. J,VILUPPURAM,AIADMK,0,12th Pass,,,,Tamil Nadu
2024,6,1565,Boominathan C,MADURAI,IND,0,5th Pass,"Rs 9,37,466~ 9 Lacs+","Rs 42,000~ 42 Thou+",,Tamil Nadu
2024,7,6,Jagadesan A,KALLAKURICHI,Naam Tamilar Katchi,1,Graduate,"Rs 51,76,118~ 51 Lacs+",Rs 0~,,Tamil Nadu
2024,8,1288,Karthikairajan P,SIVAGANGA,IND,0,Graduate,"Rs 32,946~ 32 Thou+",Rs 0~,,Tamil Nadu
2024,9,6163,L. Khaja Hussain,KADAPA,IND,0,Graduate,"Rs 92,46,142~ 92 Lacs+",Rs 0~,,Andhra Pradesh
2024,10,1034,M.Nagaraj,CHENNAI CENTRAL,IND,1,Graduate Professional,,,,Tamil Nadu
2024,11,114,P. Sivakozhundu,CUDDALORE,DMDK,1,5th Pass,"Rs 84,08,000~ 84 Lacs+","Rs 20,00,000~ 20 Lacs+",,Tamil Nadu
2024,12,1147,"Sathiyamoorthy, S.",TIRUVANNAMALAI,Makkal Nala Kazhagam,0,Post Graduate,"Rs 2,39,71,104~ 2 Crore+",Rs 0~,,Tamil Nadu
2024,13,1631,Senthilmallar K,RAMANATHAPURAM,IND,1,Post Graduate,"Rs 12,74,059~ 12 Lacs+",Rs 0~,,Tamil Nadu
2024,14,2065,Shoban Babu V,BANGALORE NORTH,Indian Labour Party (Ambedkar Phule),0,5th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,,Karnataka
2024,15,2628,A . Raj,BANGALORE SOUTH,IND,0,Graduate,,,,Karnataka
2024,16,1131,A Annadurai,TIRUVANNAMALAI,IND,0,10th Pass,"Rs 6,84,000~ 6 Lacs+",Rs 0~,,Tamil Nadu
2024,17,1138,A Asuvathaman,TIRUVANNAMALAI,BJP,2,Graduate Professional,"Rs 60,23,719~ 60 Lacs+","Rs 29,98,008~ 29 Lacs+",,Tamil Nadu
2024,18,804,A Beemarao Milinthar,VELLORE,United Republican Party of India,0,10th Pass,"Rs 20,000~ 20 Thou+",Rs 0~,,Tamil Nadu
2024,19,5548,A Chinna Moulali,NANDYAL,BSP,0,Graduate Professional,"Rs 85,08,000~ 85 Lacs+","Rs 13,00,000~ 13 Lacs+",,Andhra Pradesh
2024,20,535,A Jayachandran,ARAKKONAM,IND,0,10th Pass,,,,Tamil Nadu
2024,21,1317,A Jinna Mohammed,SRIPERUMBUDUR,IND,0,8th Pass,"Rs 45,000~ 45 Thou+","Rs 49,800~ 49 Thou+",,Tamil Nadu
2024,22,1438,A Muthaiah,TENKASI,IND,0,5th Pass,"Rs 66,289~ 66 Thou+",Rs 0~,,Tamil Nadu
2024,23,1136,A Nakkeeran,TIRUVANNAMALAI,IND,0,Literate,"Rs 4,01,000~ 4 Lacs+",Rs 0~,,Tamil Nadu
2024,24,65,A Namassivayam,PUDUCHERRY,BJP,0,Others,"Rs 31,55,42,293~ 31 Crore+","Rs 15,93,72,429~ 15 Crore+",,Puducherry
2024,25,805,A Natarajan,VELLORE,Bharatiya Praja Aikyata Party,0,8th Pass,,,,Tamil Nadu
2024,26,540,A Palani,ARAKKONAM,IND,0,10th Pass,"Rs 2,75,000~ 2 Lacs+",Rs 0~,,Tamil Nadu
2024,27,1445,A Seetha,TENKASI,Bahujan Dravida Party,0,12th Pass,"Rs 63,25,000~ 63 Lacs+",Rs 0~,,Tamil Nadu
2024,28,1400,A T Munusamy,ERODE,Samaniya Makkal Nala Katchi,0,5th Pass,"Rs 84,73,646~ 84 Lacs+","Rs 20,00,000~ 20 Lacs+",,Tamil Nadu
2024,29,1191,A Vasudevan,PERAMBALUR,IND,0,Post Graduate,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,Tamil Nadu
2024,30,1471,A Velusamy,TIRUPPUR,IND,0,10th Pass,,,,Tamil Nadu
2024,31,2106,A Vijayaraghavan,PALAKKAD,CPI(M),1,Graduate Professional,"Rs 1,11,51,017~ 1 Crore+",Rs 0~,,Kerala
2024,32,1082,A. Ajithkumar,CHENNAI NORTH,Thakkam Katchi,0,Post Graduate,"Rs 61,21,581~ 61 Lacs+","Rs 20,46,216~ 20 Lacs+",,Tamil Nadu
2024,33,116,A. Balaji,CUDDALORE,IND,0,Others,"Rs 43,79,622~ 43 Lacs+",Rs 0~,,Tamil Nadu
2024,34,3387,A. Devadas,BELLARY,SUCI(C),0,8th Pass,"Rs 17,46,568~ 17 Lacs+",Rs 0~,,Karnataka
2024,35,2654,A. G. Ramachandra Rao,MYSORE,Secular Democratic Congress,0,Graduate,,,,Karnataka
2024,36,8206,A. Gopala Krishna,EAST DELHI,Navarang Congress Party,2,12th Pass,"Rs 3,93,000~ 3 Lacs+",Rs 0~,,NCT OF Delhi
2024,37,6269,A. K. Singh (Ashok),MUNGER,IND,0,Graduate Professional,"Rs 2,20,62,267~ 2 Crore+",Rs 0~,,Bihar
2024,38,3310,A. Kadir Mastan Sayyed (Goregaonkar),HINGOLI,IND,0,8th Pass,"Rs 7,40,000~ 7 Lacs+",Rs 0~,,Maharashtra
2024,39,5801,A. Kranthi Kumar,MEDAK,IND,0,10th Pass,"Rs 4,70,560~ 4 Lacs+",Rs 0~,,Telangana
2024,40,3078,A. M Ariff,ALAPPUZHA,CPI(M),3,Graduate Professional,,,,Kerala
2024,41,6769,A. Madhu,THIRUPATHI,Jai Hindustan Party,0,10th Pass,"Rs 54,300~ 54 Thou+",Rs 0~,,Andhra Pradesh
2024,42,6084,A. Purna Chandra,CHITTOOR,IND,0,10th Pass,"Rs 2,00,000~ 2 Lacs+",Rs 0~,,Andhra Pradesh
2024,43,1901,A. S. Sathish,MYSORE,IND,0,Graduate,"Rs 5,34,000~ 5 Lacs+",Rs 0~,,Karnataka
2024,44,7035,A. Srinivasulu,MAHBUBNAGAR,IND,0,10th Pass,"Rs 20,000~ 20 Thou+",Rs 0~,,Telangana
2024,45,6758,A. Varaprasad,THIRUPATHI,Jatiya Jana Sena Party,0,12th Pass,,,,Andhra Pradesh
2024,46,3889,A.D. Shivappa,SHIMOGA,BSP,0,Graduate,"Rs 2,17,56,000~ 2 Crore+","Rs 12,74,783~ 12 Lacs+",,Karnataka
2024,47,1498,A.Durairaj,TIRUCHIRAPPALLI,IND,0,5th Pass,"Rs 1,20,000~ 1 Lacs+",Rs 0~,,Tamil Nadu
2024,48,2882,A.H. Siddiqui,RAJNANDGAON,IND,0,Post Graduate,"Rs 12,30,891~ 12 Lacs+",Rs 0~,,Chhattisgarh
2024,49,3802,A.K. Ganesh,DAVANAGERE,IND,0,Literate,"Rs 19,15,000~ 19 Lacs+","Rs 17,50,000~ 17 Lacs+",,Karnataka
2024,50,1125,A.Kaliyaperumal,TIRUVANNAMALAI,IND,0,5th Pass,,,,Tamil Nadu
2024,51,1053,A.Selva Kumar,CHENNAI CENTRAL,Thakkam Katchi,0,10th Pass,"Rs 12,26,000~ 12 Lacs+",Rs 0~,,Tamil Nadu
2024,52,3910,A.T. Dadakhalandar,DAVANAGERE,Country Citizen Party,0,10th Pass,"Rs 50,500~ 50 Thou+","Rs 1,48,000~ 1 Lacs+",,Karnataka
2024,53,6194,Aabdusa Sattar Sekh,BAHARAMPUR,Indian National Socialistic Action Forces,0,10th Pass,"Rs 75,19,370~ 75 Lacs+","Rs 8,00,000~ 8 Lacs+",,West Bengal
2024,54,2370,Aacharyadip Subhashchandra Ganoje,AKOLA,IND,0,Graduate,"Rs 49,38,002~ 49 Lacs+","Rs 6,33,654~ 6 Lacs+",,Maharashtra
2024,55,8180,Aakash Kumar Singh,MAHARAJGANJ,INC,0,12th Pass,,,,
2024,56,9549,Aanand Misra,BUXAR,IND,0,12th Pass,"Rs 56,66,811~ 56 Lacs+","Rs 1,70,000~ 1 Lacs+",,Bihar
2024,57,5033,Aarab Hasam Sumra,JUNAGADH,IND,0,5th Pass,"Rs 2,49,591~ 2 Lacs+",Rs 0~,,Gujarat
2024,58,7427,Aarif Usman Mansuri,NASHIK,IND,0,Graduate,"Rs 47,41,576~ 47 Lacs+",Rs 0~,,Maharashtra
2024,59,5941,Aarnakonda Raju,PEDDAPALLE,IND,0,Post Graduate,"Rs 51,000~ 51 Thou+","Rs 2,50,000~ 2 Lacs+",,Telangana
2024,60,6570,Aarti Kishorkumar Haldar,AHMEDNAGAR,Prabuddha Republican Party,0,5th Pass,,,,Maharashtra
2024,61,2408,Aashtikar Patil Nagesh Bapurao,HINGOLI,ShivSena (Uddhav Balasaheb Thackeray),0,Graduate,"Rs 8,05,85,824~ 8 Crore+","Rs 88,67,236~ 88 Lacs+",,Maharashtra
2024,62,1741,Aasiriyar Shanmuga Sundaram K,THOOTHUKKUDI,IND,0,Post Graduate,"Rs 2,00,000~ 2 Lacs+",Rs 0~,,Tamil Nadu
2024,63,190,Aathimuthukumar M,THENI,IND,2,5th Pass,"Rs 52,92,229~ 52 Lacs+",Rs 0~,,Tamil Nadu
2024,64,4981,Aatish Mohan Bansode,SOLAPUR,IND,2,Post Graduate,"Rs 11,83,000~ 11 Lacs+","Rs 50,000~ 50 Thou+",,Maharashtra
2024,65,4621,Aayare Rajendra Lahu,RATNAGIRI - SINDHUDURG,BSP,0,Post Graduate,,,,
2024,66,5608,Abbadi Buchi Reddy,KARIMNAGAR,IND,0,10th Pass,"Rs 93,94,000~ 93 Lacs+","Rs 3,00,000~ 3 Lacs+",,Telangana
2024,67,5590,Abbagoni Ashok Goud,NIZAMABAD,Bahujana Left Party,0,Post Graduate,"Rs 1,80,000~ 1 Lacs+",Rs 0~,,Telangana
2024,68,6640,Abbavaram Ugendra,RAJAMPET,BSP,0,10th Pass,"Rs 72,500~ 72 Thou+",Rs 0~,,Andhra Pradesh
2024,69,5059,Abdhesh Kumar Roy,BEGUSARAI,CPI,4,12th Pass,"Rs 45,54,459~ 45 Lacs+",Rs 0~,,Bihar
2024,70,2919,Abdul Asif,KOTA,IND,0,10th Pass,,,,Rajasthan
2024,71,6958,Abdul Azim Abdul Aziz Shaikh,AURANGABAD,IND,0,10th Pass,"Rs 1,00,000~ 1 Lacs+",Rs 0~,,
2024,72,864,Abdul Bari,BIJNOR,Jai Samta Party,1,Doctorate,"Rs 50,63,000~ 50 Lacs+","Rs 20,00,000~ 20 Lacs+",,Uttar Pradesh
2024,73,8310,Abdul Basit,SOUTH DELHI,BSP,0,Graduate,"Rs 1,81,68,589~ 1 Crore+",Rs 0~,,NCT OF Delhi
2024,74,3046,Abdul Basit Tapadar,KARIMGANJ,IND,0,12th Pass,"Rs 13,35,000~ 13 Lacs+",Rs 0~,,Assam
2024,75,2759,Abdul Goffar Talukdar,KARIMGANJ,IND,0,12th Pass,,,,Assam
2024,76,7675,Abdul Hafeez Abdul Haque,DHULE,IND,0,12th Pass,"Rs 3,01,000~ 3 Lacs+",Rs 0~,,Maharashtra
2024,77,2751,Abdul Hamed,DARRANG-UDALGURI,Rashtriya Ulama Council,0,12th Pass,"Rs 2,58,00,000~ 2 Crore+","Rs 4,45,000~ 4 Lacs+",,Assam
2024,78,2758,Abdul Hameed,KARIMGANJ,IND,0,12th Pass,"Rs 44,32,000~ 44 Lacs+","Rs 25,000~ 25 Thou+",,Assam
2024,79,730,Abdul Hoque,KAZIRANGA,IND,0,12th Pass,"Rs 2,01,30,389~ 2 Crore+","Rs 50,54,285~ 50 Lacs+",,Assam
2024,80,6206,Abdul Imran,BIRBHUM,IND,0,12th Pass,,,,West Bengal
2024,81,3724,Abdul Jabbar,VIDISHA,IND,0,5th Pass,"Rs 1,77,000~ 1 Lacs+",Rs 0~,,Madhya Pradesh
2024,82,3043,Abdul Kalam Mazumder,KARIMGANJ,IND,3,8th Pass,"Rs 60,47,515~ 60 Lacs+",Rs 0~,,Assam
2024,83,3365,Abdul Kareem K. S/O Assain,KOZHIKODE,IND,0,5th Pass,"Rs 21,11,700~ 21 Lacs+",Rs 0~,,Kerala
2024,84,3142,Abdul Kareem S/O Ayammath Kutty,KOZHIKODE,IND,0,10th Pass,"Rs 32,52,400~ 32 Lacs+","Rs 4,00,000~ 4 Lacs+",,Kerala
2024,85,3140,Abdul Kareem S/O Mahammood,KOZHIKODE,IND,0,12th Pass,,,,Kerala
2024,86,8071,Abdul Mabood,SULTANPUR,Apna Desh Party,0,10th Pass,"Rs 1,56,52,700~ 1 Crore+",Rs 0~,,Uttar Pradesh
2024,87,4576,Abdul Matin,SUPAUL,IND,0,Post Graduate,"Rs 79,70,757~ 79 Lacs+",Rs 0~,,Bihar
2024,88,3979,Abdul Nazeer Ahammed,DAVANAGERE,IND,0,5th Pass,"Rs 17,28,000~ 17 Lacs+","Rs 80,000~ 80 Thou+",,Karnataka
2024,89,6907,Abdul Rafiq Abdul Latif,JALNA,IND,0,Literate,"Rs 1,06,000~ 1 Lacs+",Rs 0~,,Maharashtra
2024,90,3276,Abdul Rais Ahemad,NANDED,Desh Janhit Party,0,5th Pass,,,,Maharashtra
2024,91,6719,Abdul Rajak Shaik,NARSARAOPET,IND,0,Graduate Professional,"Rs 1,19,64,145~ 1 Crore+","Rs 8,00,000~ 8 Lacs+",,Andhra Pradesh
2024,92,5263,Abdul Raouf Malik,ANANTNAG-RAJOURI,IND,0,10th Pass,"Rs 3,23,27,353~ 3 Crore+","Rs 9,00,000~ 9 Lacs+",,Jammu and Kashmir
2024,93,4189,Abdul Rashid,VIDISHA,IND,0,5th Pass,"Rs 10,11,500~ 10 Lacs+",Rs 0~,,Madhya Pradesh
2024,94,7591,Abdul Rashid Sheikh,BARAMULLA,IND,3,Graduate,"Rs 1,56,37,424~ 1 Crore+","Rs 14,42,558~ 14 Lacs+",,Jammu and Kashmir
2024,95,5264,Abdul Rouf Naik,ANANTNAG-RAJOURI,IND,0,Post Graduate,,,,Jammu and Kashmir
2024,96,7403,Abdul Samad,SITAMARHI,IND,0,Literate,"Rs 25,51,000~ 25 Lacs+",Rs 0~,,Bihar
2024,97,6946,Abdul Samad Bagwan,AURANGABAD,All India Majlis-E-Inquilab-E-Millat,0,Graduate,"Rs 22,82,613~ 22 Lacs+","Rs 5,37,000~ 5 Lacs+",,
2024,98,6794,Abdul Sattar A.S.R,KURNOOL,Anna YSR Congress Party,1,Post Graduate,"Rs 60,60,000~ 60 Lacs+","Rs 12,00,000~ 12 Lacs+",,
2024,99,6881,Abdul Shakur Deshpande,JALGAON,IND,0,Graduate,"Rs 40,70,673~ 40 Lacs+","Rs 78,758~ 78 Thou+",,Maharashtra
2024,100,4704,Abdul Tahir Advocate (Bablu Rajnikant) S/O Saeed Pahelwan Ansari,BHOPAL,Bahujan Maha Party,0,Graduate Professional,,,,Madhya Pradesh
2024,101,7692,Abdul Tahir Advocate Bablu Rajnikant,MUMBAI NORTH - CENTRAL,IND,0,Graduate Professional,"Rs 58,03,440~ 58 Lacs+",Rs 0~,,Maharashtra
2024,102,4371,Abdulaziz Kaladagi Pendari,BAGALKOT,IND,0,8th Pass,"Rs 11,70,000~ 11 Lacs+","Rs 1,50,000~ 1 Lacs+",,Karnataka
2024,103,4570,Abdulhaq Ismail Nedariya,PATAN,IND,1,5th Pass,"Rs 46,25,500~ 46 Lacs+",Rs 0~,,Gujarat
2024,104,4568,Abdulkuddus,PATAN,IND,0,5th Pass,"Rs 3,10,000~ 3 Lacs+",Rs 0~,,Gujarat
2024,105,3148,Abdulsalam S/O Muhammed Haji,MALAPPURAM,IND,1,8th Pass,,,,Kerala
2024,106,3047,Abdus Subhan Tapadar,KARIMGANJ,IND,0,12th Pass,"Rs 5,80,733~ 5 Lacs+",Rs 0~,,Assam
2024,107,3113,Abdussamed Malayampalli,PONNANI,IND,0,10th Pass,"Rs 43,68,382~ 43 Lacs+",Rs 0~,,Kerala
2024,108,8060,Abha Ray,VAISHALI,Peoples Party of India (Democratic),0,10th Pass,"Rs 1,56,27,000~ 1 Crore+","Rs 20,00,000~ 20 Lacs+",,Bihar
2024,109,4873,Abhang Gangaram Suryawanshi,LATUR,IND,0,Graduate,"Rs 4,10,000~ 4 Lacs+","Rs 90,000~ 90 Thou+",,Maharashtra
2024,110,6391,Abhay Jain,INDORE,IND,0,Graduate Professional,,,,Madhya Pradesh
2024,111,2368,Abhay Kashinath Patil,AKOLA,INC,1,Graduate Professional,"Rs 61,40,25,454~ 61 Crore+","Rs 9,09,50,596~ 9 Crore+",,Maharashtra
2024,112,7389,Abhay Kumar,MUZAFFARPUR,Samata Party,1,12th Pass,"Rs 50,85,000~ 50 Lacs+","Rs 7,00,000~ 7 Lacs+",,Bihar
2024,113,4609,Abhay Kumar Ekka,RAIGARH,IND,0,12th Pass,"Rs 4,50,014~ 4 Lacs+",Rs 0~,,Chhattisgarh
2024,114,1702,Abhay Kumar Sinha,AURANGABAD,RJD,16,12th Pass,"Rs 10,77,18,589~ 10 Crore+","Rs 4,78,01,483~ 4 Crore+",,
2024,115,8541,Abhay Singh Chautala,KURUKSHETRA,Indian National Lok Dal,1,10th Pass,,,,Haryana
2024,116,2971,Abhaya Sheela,BANGALORE CENTRAL,Rashtriya Samaj Dal (R),2,12th Pass,"Rs 24,05,000~ 24 Lacs+","Rs 15,00,000~ 15 Lacs+",,Karnataka
2024,117,6863,Abhijeet Ashokrao Pote,SHIRDI,IND,0,Graduate,"Rs 54,37,898~ 54 Lacs+","Rs 31,42,900~ 31 Lacs+",,Maharashtra
2024,118,9007,Abhijit Das (Bobby),DIAMOND HARBOUR,BJP,13,Post Graduate,"Rs 99,18,174~ 99 Lacs+","Rs 5,52,898~ 5 Lacs+",,West Bengal
2024,119,7912,Abhijit Gangopadhyay,TAMLUK,BJP,0,Graduate Professional,"Rs 4,62,55,624~ 4 Crore+","Rs 50,77,654~ 50 Lacs+",,West Bengal
2024,120,7439,Abhijit Maji,ARAMBAG,IND,0,8th Pass,,,,West Bengal
2024,121,5184,Abhijit Mandal,BAHARAMPUR,SUCI(C),0,Graduate,"Rs 84,85,209~ 84 Lacs+",Rs 0~,,West Bengal
2024,122,7732,Abhijit Wamanrao Bichukale,KALYAN,IND,1,Graduate,"Rs 9,29,111~ 9 Lacs+",Rs 0~,,Maharashtra
2024,123,5804,Abhilash Chelimela,MEDAK,IND,0,10th Pass,"Rs 3,06,560~ 3 Lacs+",Rs 0~,,Telangana
2024,124,5803,Abhilash Shirna,MEDAK,IND,1,10th Pass,"Rs 16,06,560~ 16 Lacs+","Rs 19,58,780~ 19 Lacs+",,Telangana
2024,125,6401,Abhinesh Singh,KHANDWA,Rashtriya Jan Awaz Party,0,Post Graduate,,,,Madhya Pradesh
2024,126,9008,Abhishek Banerjee,DIAMOND HARBOUR,AITC,2,Post Graduate,"Rs 2,32,64,563~ 2 Crore+","Rs 36,00,000~ 36 Lacs+",,West Bengal
2024,127,2088,Abhishek K,BANGALORE RURAL,Uttama Prajaakeeya Party,0,Graduate Professional,"Rs 1,01,81,571~ 1 Crore+",Rs 0~,,Karnataka
2024,128,7808,Abhishek Kumar,HAZARIBAGH,IND,1,12th Pass,"Rs 12,70,000~ 12 Lacs+","Rs 2,80,000~ 2 Lacs+",,Jharkhand
2024,129,2672,Abhishek Pundir,GHAZIABAD,IND,0,Post Graduate,"Rs 47,36,868~ 47 Lacs+","Rs 8,46,535~ 8 Lacs+",,Uttar Pradesh
2024,130,5146,Abid Ali,AONLA,BSP,1,10th Pass,,,,Uttar Pradesh
2024,131,2529,Abid Husain,MEERUT,Social Democratic Party Of India,0,Others,"Rs 1,31,13,200~ 1 Crore+",Rs 0~,,Uttar Pradesh
2024,132,1273,Abilazan. N,KARUR,IND,0,Post Graduate,"Rs 2,36,500~ 2 Lacs+",Rs 0~,,Tamil Nadu
2024,133,6350,Abinash Gomango,KORAPUT,IND,0,Post Graduate,"Rs 4,11,000~ 4 Lacs+","Rs 11,54,931~ 11 Lacs+",,Odisha
2024,134,8011,Abinash Samal,DHENKANAL,BJD,0,Post Graduate,"Rs 36,78,50,379~ 36 Crore+","Rs 13,95,40,560~ 13 Crore+",,Odisha
2024,135,1374,Abinaya,DHARMAPURI,Naam Tamilar Katchi,0,Graduate Professional,,,,Tamil Nadu
2024,136,6980,Abishek Goud Thabeti,MEDAK,Jana Shankhaaraavam Party,0,10th Pass,"Rs 28,66,000~ 28 Lacs+","Rs 43,00,000~ 43 Lacs+",,Telangana
2024,137,2766,Abu Eusuf Md Raihan Uddin,NAGAON,IND,1,Graduate Professional,"Rs 57,51,077~ 57 Lacs+",Rs 0~,,Assam
2024,138,1913,Abu Shama,NAGAON,IND,0,10th Pass,"Rs 24,07,000~ 24 Lacs+","Rs 10,00,000~ 10 Lacs+",,Assam
2024,139,3377,Abu Taher Khan,MURSHIDABAD,AITC,3,10th Pass,"Rs 3,84,76,131~ 3 Crore+",Rs 0~,,West Bengal
2024,140,4616,Abubakkar Siddique,BARPETA,Rashtriya Ulama Council,0,12th Pass,,,,Assam
2024,141,7724,Abul Hasan Ali Hasan Khan,MUMBAI SOUTH - CENTRAL,Vanchit Bahujan Aaghadi,0,12th Pass,"Rs 27,36,18,611~ 27 Crore+","Rs 5,11,88,132~ 5 Crore+",,Maharashtra
2024,142,8182,Abul Kalam Azad,CHANDNI CHOWK,BSP,0,Graduate Professional,"Rs 93,69,380~ 93 Lacs+","Rs 10,44,407~ 10 Lacs+",,NCT OF Delhi
2024,143,4613,Abul Kalam Azad,BARPETA,AITC,0,10th Pass,"Rs 1,31,38,415~ 1 Crore+","Rs 7,94,950~ 7 Lacs+",,Assam
2024,144,2200,Abul Kasem,DARRANG-UDALGURI,Republican Party of India (Athawale),0,Graduate Professional,"Rs 2,35,60,873~ 2 Crore+",Rs 0~,,Assam
2024,145,213,Ac Shanmugam,VELLORE,BJP,0,Graduate Professional,,,,Tamil Nadu
2024,146,8847,Achal Singh,KANGRA,IND,0,Post Graduate,"Rs 43,15,000~ 43 Lacs+",Rs 0~,,Himachal Pradesh
2024,147,8250,Achla Jethmalani,NEW DELHI,Jindabad Kranti Party,0,Post Graduate,"Rs 4,18,00,000~ 4 Crore+",Rs 0~,,NCT OF Delhi
2024,148,7308,Achyutananda Samanta,KANDHAMAL,BJD,0,Doctorate,"Rs 71,43,693~ 71 Lacs+","Rs 50,00,000~ 50 Lacs+",,Odisha
2024,149,3446,Ad. T.R. Nirala,JANJGIR-CHAMPA,IND,0,Post Graduate,"Rs 58,00,674~ 58 Lacs+","Rs 30,80,000~ 30 Lacs+",,Chhattisgarh
2024,150,6691,Adabala Siva,NARSAPURAM,IND,2,10th Pass,,,,Andhra Pradesh
2024,151,5858,Adari Sarat Chandra,ANAKAPALLE,Jai Bharat National Party,0,Post Graduate,"Rs 2,76,000~ 2 Lacs+","Rs 1,10,000~ 1 Lacs+",,Andhra Pradesh
2024,152,900,Adarsh Pandey,PILIBHIT,IND,1,Post Graduate,"Rs 52,26,281~ 52 Lacs+",Rs 0~,,Uttar Pradesh
2024,153,502,Adarsh Ravishankar Thakur,NAGPUR,IND,0,Illiterate,"Rs 25,000~ 25 Thou+",Rs 0~,,Maharashtra
2024,154,7324,Adarsha Mondal,HOWRAH,IND,0,12th Pass,"Rs 13,81,225~ 13 Lacs+",Rs 0~,,West Bengal
2024,155,6690,Addanki Dorababu,NARSAPURAM,IND,0,10th Pass,,,,Andhra Pradesh
2024,156,6701,Addepalli Veera Venkat Subba Rao,NARSAPURAM,IND,0,Graduate,"Rs 2,75,000~ 2 Lacs+","Rs 4,300~ 4 Thou+",,Andhra Pradesh
2024,157,6536,Adhalge Laxman Sadashiv,MAVAL,IND,0,Graduate Professional,"Rs 6,97,98,493~ 6 Crore+",Rs 0~,,Maharashtra
2024,158,6838,Adhalrao Shivaji Dattatrey,SHIRUR,NCP,5,12th Pass,"Rs 39,68,00,190~ 39 Crore+","Rs 3,89,40,472~ 3 Crore+",,Maharashtra
2024,159,2851,Adhau Ravikant Ramkrushna,AKOLA,Jay Vidarbha Party,0,10th Pass,"Rs 45,22,114~ 45 Lacs+","Rs 25,000~ 25 Thou+",,Maharashtra
2024,160,7933,Adhikari Deepak (Dev),GHATAL,AITC,0,Others,,,,West Bengal
2024,161,7922,Adhikari Soumendu,KANTHI,BJP,6,Post Graduate,"Rs 2,61,79,993~ 2 Crore+","Rs 2,87,970~ 2 Lacs+",,West Bengal
2024,162,971,Adhir Chandra Barman,JALPAIGURI,IND,0,10th Pass,"Rs 29,50,000~ 29 Lacs+",Rs 0~,,West Bengal
2024,163,6189,Adhir Ranjan Chowdhury,BAHARAMPUR,INC,5,8th Pass,"Rs 11,73,48,800~ 11 Crore+","Rs 24,62,632~ 24 Lacs+",,West Bengal
2024,164,6186,Adhir Swarnakar,BAHARAMPUR,IND,0,10th Pass,"Rs 57,000~ 57 Thou+",Rs 0~,,West Bengal
2024,165,6692,Adinarayana Duppanapudi,NARSAPURAM,IND,0,8th Pass,,,,Andhra Pradesh
2024,166,6589,Adinarayana Taddi,VIZIANAGARAM,IND,0,8th Pass,"Rs 1,25,000~ 1 Lacs+",Rs 0~,,Andhra Pradesh
2024,167,8280,Aditi,NORTH WEST DELHI,IND,1,Graduate,"Rs 16,596~ 16 Thou+",Rs 0~,,Delhi
2024,168,69,Aditya Prakash Sharma,JAIPUR RURAL,Right to Recall Party,0,Post Graduate,"Rs 1,55,560~ 1 Lacs+",Rs 0~,,Rajasthan
2024,169,9431,Aditya Shrivastav,GHAZIPUR,Yuga Thulasi Party,0,Graduate,"Rs 4,07,70,077~ 4 Crore+",Rs 0~,,Uttar Pradesh
2024,170,6271,Aditya Singh Madhukar,MUNGER,IND,0,10th Pass,,,,Bihar
2024,171,3490,Aditya Yadav,BADAUN,SP,0,Post Graduate,"Rs 14,62,67,852~ 14 Crore+","Rs 2,37,13,481~ 2 Crore+",,Uttar Pradesh
2024,172,5869,Adla Kumar,MEDAK,IND,0,Graduate,"Rs 30,000~ 30 Thou+",Rs 0~,,Telangana
2024,173,3084,Adv Adoor Prakash,ATTINGAL,INC,13,Graduate Professional,"Rs 18,09,33,863~ 18 Crore+","Rs 3,68,02,602~ 3 Crore+",,Kerala
2024,174,4967,Adv Ajay Upadhye,RAIGAD,IND,0,Graduate Professional,"Rs 30,35,000~ 30 Lacs+","Rs 78,000~ 78 Thou+",,Maharashtra
2024,175,2410,Adv Altaf Ahmed,HINGOLI,Indian National League,0,Post Graduate,,,,Maharashtra
2024,176,9417,Adv Arjun Charan Mallik,BHADRAK,BSP,0,Graduate Professional,"Rs 2,00,20,000~ 2 Crore+",Rs 0~,,Odisha
2024,177,2304,Adv Arun Kumar C A,MAVELIKKARA,CPI,4,Post Graduate,"Rs 37,49,816~ 37 Lacs+","Rs 21,49,559~ 21 Lacs+",,Kerala
2024,178,8624,Adv Ashwini Sharma Hrittwal,KURUKSHETRA,IND,0,Doctorate,"Rs 2,26,77,042~ 2 Crore+",Rs 0~,,Haryana
2024,179,7711,Adv Asif Ali Siddiquie,MUMBAI NORTH - CENTRAL,IND,1,Post Graduate,"Rs 62,24,745~ 62 Lacs+","Rs 42,72,468~ 42 Lacs+",,Maharashtra
